snum,bidsid,SA_TOT,SA_R_V1_ROI,SA_R_MST_ROI,SA_R_V6_ROI,SA_R_V2_ROI,SA_R_V3_ROI,SA_R_V4_ROI,SA_R_V8_ROI,SA_R_4_ROI,SA_R_3b_ROI,SA_R_FEF_ROI,SA_R_PEF_ROI,SA_R_55b_ROI,SA_R_V3A_ROI,SA_R_RSC_ROI,SA_R_POS2_ROI,SA_R_V7_ROI,SA_R_IPS1_ROI,SA_R_FFC_ROI,SA_R_V3B_ROI,SA_R_LO1_ROI,SA_R_LO2_ROI,SA_R_PIT_ROI,SA_R_MT_ROI,SA_R_A1_ROI,SA_R_PSL_ROI,SA_R_SFL_ROI,SA_R_PCV_ROI,SA_R_STV_ROI,SA_R_7Pm_ROI,SA_R_7m_ROI,SA_R_POS1_ROI,SA_R_23d_ROI,SA_R_v23ab_ROI,SA_R_d23ab_ROI,SA_R_31pv_ROI,SA_R_5m_ROI,SA_R_5mv_ROI,SA_R_23c_ROI,SA_R_5L_ROI,SA_R_24dd_ROI,SA_R_24dv_ROI,SA_R_7AL_ROI,SA_R_SCEF_ROI,SA_R_6ma_ROI,SA_R_7Am_ROI,SA_R_7PL_ROI,SA_R_7PC_ROI,SA_R_LIPv_ROI,SA_R_VIP_ROI,SA_R_MIP_ROI,SA_R_1_ROI,SA_R_2_ROI,SA_R_3a_ROI,SA_R_6d_ROI,SA_R_6mp_ROI,SA_R_6v_ROI,SA_R_p24pr_ROI,SA_R_33pr_ROI,SA_R_a24pr_ROI,SA_R_p32pr_ROI,SA_R_a24_ROI,SA_R_d32_ROI,SA_R_8BM_ROI,SA_R_p32_ROI,SA_R_10r_ROI,SA_R_47m_ROI,SA_R_8Av_ROI,SA_R_8Ad_ROI,SA_R_9m_ROI,SA_R_8BL_ROI,SA_R_9p_ROI,SA_R_10d_ROI,SA_R_8C_ROI,SA_R_44_ROI,SA_R_45_ROI,SA_R_47l_ROI,SA_R_a47r_ROI,SA_R_6r_ROI,SA_R_IFJa_ROI,SA_R_IFJp_ROI,SA_R_IFSp_ROI,SA_R_IFSa_ROI,SA_R_p9-46v_ROI,SA_R_46_ROI,SA_R_a9-46v_ROI,SA_R_9-46d_ROI,SA_R_9a_ROI,SA_R_10v_ROI,SA_R_a10p_ROI,SA_R_10pp_ROI,SA_R_11l_ROI,SA_R_13l_ROI,SA_R_OFC_ROI,SA_R_47s_ROI,SA_R_LIPd_ROI,SA_R_6a_ROI,SA_R_i6-8_ROI,SA_R_s6-8_ROI,SA_R_43_ROI,SA_R_OP4_ROI,SA_R_OP1_ROI,SA_R_OP2-3_ROI,SA_R_52_ROI,SA_R_RI_ROI,SA_R_PFcm_ROI,SA_R_PoI2_ROI,SA_R_TA2_ROI,SA_R_FOP4_ROI,SA_R_MI_ROI,SA_R_Pir_ROI,SA_R_AVI_ROI,SA_R_AAIC_ROI,SA_R_FOP1_ROI,SA_R_FOP3_ROI,SA_R_FOP2_ROI,SA_R_PFt_ROI,SA_R_AIP_ROI,SA_R_EC_ROI,SA_R_PreS_ROI,SA_R_H_ROI,SA_R_ProS_ROI,SA_R_PeEc_ROI,SA_R_STGa_ROI,SA_R_PBelt_ROI,SA_R_A5_ROI,SA_R_PHA1_ROI,SA_R_PHA3_ROI,SA_R_STSda_ROI,SA_R_STSdp_ROI,SA_R_STSvp_ROI,SA_R_TGd_ROI,SA_R_TE1a_ROI,SA_R_TE1p_ROI,SA_R_TE2a_ROI,SA_R_TF_ROI,SA_R_TE2p_ROI,SA_R_PHT_ROI,SA_R_PH_ROI,SA_R_TPOJ1_ROI,SA_R_TPOJ2_ROI,SA_R_TPOJ3_ROI,SA_R_DVT_ROI,SA_R_PGp_ROI,SA_R_IP2_ROI,SA_R_IP1_ROI,SA_R_IP0_ROI,SA_R_PFop_ROI,SA_R_PF_ROI,SA_R_PFm_ROI,SA_R_PGi_ROI,SA_R_PGs_ROI,SA_R_V6A_ROI,SA_R_VMV1_ROI,SA_R_VMV3_ROI,SA_R_PHA2_ROI,SA_R_V4t_ROI,SA_R_FST_ROI,SA_R_V3CD_ROI,SA_R_LO3_ROI,SA_R_VMV2_ROI,SA_R_31pd_ROI,SA_R_31a_ROI,SA_R_VVC_ROI,SA_R_25_ROI,SA_R_s32_ROI,SA_R_pOFC_ROI,SA_R_PoI1_ROI,SA_R_Ig_ROI,SA_R_FOP5_ROI,SA_R_p10p_ROI,SA_R_p47r_ROI,SA_R_TGv_ROI,SA_R_MBelt_ROI,SA_R_LBelt_ROI,SA_R_A4_ROI,SA_R_STSva_ROI,SA_R_TE1m_ROI,SA_R_PI_ROI,SA_R_a32pr_ROI,SA_R_p24_ROI,SA_L_V1_ROI,SA_L_MST_ROI,SA_L_V6_ROI,SA_L_V2_ROI,SA_L_V3_ROI,SA_L_V4_ROI,SA_L_V8_ROI,SA_L_4_ROI,SA_L_3b_ROI,SA_L_FEF_ROI,SA_L_PEF_ROI,SA_L_55b_ROI,SA_L_V3A_ROI,SA_L_RSC_ROI,SA_L_POS2_ROI,SA_L_V7_ROI,SA_L_IPS1_ROI,SA_L_FFC_ROI,SA_L_V3B_ROI,SA_L_LO1_ROI,SA_L_LO2_ROI,SA_L_PIT_ROI,SA_L_MT_ROI,SA_L_A1_ROI,SA_L_PSL_ROI,SA_L_SFL_ROI,SA_L_PCV_ROI,SA_L_STV_ROI,SA_L_7Pm_ROI,SA_L_7m_ROI,SA_L_POS1_ROI,SA_L_23d_ROI,SA_L_v23ab_ROI,SA_L_d23ab_ROI,SA_L_31pv_ROI,SA_L_5m_ROI,SA_L_5mv_ROI,SA_L_23c_ROI,SA_L_5L_ROI,SA_L_24dd_ROI,SA_L_24dv_ROI,SA_L_7AL_ROI,SA_L_SCEF_ROI,SA_L_6ma_ROI,SA_L_7Am_ROI,SA_L_7PL_ROI,SA_L_7PC_ROI,SA_L_LIPv_ROI,SA_L_VIP_ROI,SA_L_MIP_ROI,SA_L_1_ROI,SA_L_2_ROI,SA_L_3a_ROI,SA_L_6d_ROI,SA_L_6mp_ROI,SA_L_6v_ROI,SA_L_p24pr_ROI,SA_L_33pr_ROI,SA_L_a24pr_ROI,SA_L_p32pr_ROI,SA_L_a24_ROI,SA_L_d32_ROI,SA_L_8BM_ROI,SA_L_p32_ROI,SA_L_10r_ROI,SA_L_47m_ROI,SA_L_8Av_ROI,SA_L_8Ad_ROI,SA_L_9m_ROI,SA_L_8BL_ROI,SA_L_9p_ROI,SA_L_10d_ROI,SA_L_8C_ROI,SA_L_44_ROI,SA_L_45_ROI,SA_L_47l_ROI,SA_L_a47r_ROI,SA_L_6r_ROI,SA_L_IFJa_ROI,SA_L_IFJp_ROI,SA_L_IFSp_ROI,SA_L_IFSa_ROI,SA_L_p9-46v_ROI,SA_L_46_ROI,SA_L_a9-46v_ROI,SA_L_9-46d_ROI,SA_L_9a_ROI,SA_L_10v_ROI,SA_L_a10p_ROI,SA_L_10pp_ROI,SA_L_11l_ROI,SA_L_13l_ROI,SA_L_OFC_ROI,SA_L_47s_ROI,SA_L_LIPd_ROI,SA_L_6a_ROI,SA_L_i6-8_ROI,SA_L_s6-8_ROI,SA_L_43_ROI,SA_L_OP4_ROI,SA_L_OP1_ROI,SA_L_OP2-3_ROI,SA_L_52_ROI,SA_L_RI_ROI,SA_L_PFcm_ROI,SA_L_PoI2_ROI,SA_L_TA2_ROI,SA_L_FOP4_ROI,SA_L_MI_ROI,SA_L_Pir_ROI,SA_L_AVI_ROI,SA_L_AAIC_ROI,SA_L_FOP1_ROI,SA_L_FOP3_ROI,SA_L_FOP2_ROI,SA_L_PFt_ROI,SA_L_AIP_ROI,SA_L_EC_ROI,SA_L_PreS_ROI,SA_L_H_ROI,SA_L_ProS_ROI,SA_L_PeEc_ROI,SA_L_STGa_ROI,SA_L_PBelt_ROI,SA_L_A5_ROI,SA_L_PHA1_ROI,SA_L_PHA3_ROI,SA_L_STSda_ROI,SA_L_STSdp_ROI,SA_L_STSvp_ROI,SA_L_TGd_ROI,SA_L_TE1a_ROI,SA_L_TE1p_ROI,SA_L_TE2a_ROI,SA_L_TF_ROI,SA_L_TE2p_ROI,SA_L_PHT_ROI,SA_L_PH_ROI,SA_L_TPOJ1_ROI,SA_L_TPOJ2_ROI,SA_L_TPOJ3_ROI,SA_L_DVT_ROI,SA_L_PGp_ROI,SA_L_IP2_ROI,SA_L_IP1_ROI,SA_L_IP0_ROI,SA_L_PFop_ROI,SA_L_PF_ROI,SA_L_PFm_ROI,SA_L_PGi_ROI,SA_L_PGs_ROI,SA_L_V6A_ROI,SA_L_VMV1_ROI,SA_L_VMV3_ROI,SA_L_PHA2_ROI,SA_L_V4t_ROI,SA_L_FST_ROI,SA_L_V3CD_ROI,SA_L_LO3_ROI,SA_L_VMV2_ROI,SA_L_31pd_ROI,SA_L_31a_ROI,SA_L_VVC_ROI,SA_L_25_ROI,SA_L_s32_ROI,SA_L_pOFC_ROI,SA_L_PoI1_ROI,SA_L_Ig_ROI,SA_L_FOP5_ROI,SA_L_p10p_ROI,SA_L_p47r_ROI,SA_L_TGv_ROI,SA_L_MBelt_ROI,SA_L_LBelt_ROI,SA_L_A4_ROI,SA_L_STSva_ROI,SA_L_TE1m_ROI,SA_L_PI_ROI,SA_L_a32pr_ROI,SA_L_p24_ROI
201,sub-0201,157941.813,2689.354,170.8141,487.329,2176.818,1456.587,935.3852,231.6711,1493.064,898.0992,392.8604,232.3381,238.2465,563.2909,290.3643,586.3396,224.8795,366.4688,602.2659,180.8019,147,191.7641,233.2285,177.9661,159.8873,293.1525,361.4756,340.2052,299.7366,263.9768,428.4851,466.4396,162.384,182.4988,121.1176,202.798,272.7517,293.4531,445.6778,290.771,449.7585,198.105,314.443,404.8174,507.3071,417.6633,260.9242,396.9682,252.9882,216.8364,412.638,869.8268,841.9273,478.2219,440.3871,593.3178,344.9147,222.7039,152.077,189.5056,247.2834,235.5166,333.9825,442.3009,228.1838,232.6813,146.7803,488.963,487.7166,742.5099,503.2356,386.7186,463.9458,650.3994,403.759,450.6717,394.0599,628.9391,532.0657,204.5502,172.5805,367.4725,428.6889,566.6818,618.8165,330.5328,744.1146,429.4048,452.3205,271.5815,395.2911,507.1285,287.1208,815.4629,382.1343,164.3784,777.7805,298.618,236.4212,321.7143,328.7651,134.7357,154.9575,125.2029,309.7469,300.4422,247.7485,270.4924,293.3496,269.1238,147.8299,340.5224,158.5787,153.1806,128.6811,105.2354,458.9703,589.2073,345.2683,346.6759,419.8285,206.4847,737.5463,238.1031,243.1176,516.1261,216.9698,201.8365,378.8053,395.0331,406.5904,1404.568,463.2867,760.4351,826.848,758.3445,438.0991,499.611,471.3846,519.2516,384.1279,292.6914,470.8646,443.5164,354.0103,514.0594,338.5201,360.8668,742.9095,851.6947,716.8138,537.3917,171.4064,277.3161,223.9685,161.3786,171.541,225.3079,219.1217,219.3154,227.4149,168.9892,130.0777,413.58,157.9009,141.4974,341.1544,279.9902,187.077,323.6475,402.0747,336.1029,544.3488,190.9893,154.8261,491.4301,401.07,418.9117,223.5214,195.9485,256.1634,2846.589,199.2188,425.278,2121.751,1431.609,1074.583,253.6969,1499.301,1018.82,303.1998,210.5755,306.599,539.9584,317.4775,683.4786,213.5641,337.5533,588.5434,199.8544,125.3284,234.812,217.3191,186.2586,214.0705,250.1539,490.3649,337.7584,270.9951,265.0709,410.3132,523.5258,170.8828,125.2781,206.5499,238.5442,257.3926,261.3837,456.3213,349.7176,413.3606,186.9583,368.8798,449.1661,537.0891,485.6693,318.1708,407.1174,264.6941,305.6407,269.3592,947.6547,912.0296,484.4299,399.6341,704.2175,241.5726,192.5198,126.514,150.7734,294.351,193.9047,306.6104,406.2878,250.4533,280.5488,166.6635,551.8145,462.437,778.2871,455.343,442.4983,577.2482,541.1375,383.1676,615.2572,375.2211,568.3131,458.9559,222.3247,185.9863,256.5234,411.5135,440.9803,565.4773,419.6334,682.13,494.0043,609.913,325.937,359.5589,531.963,381.9145,788.9731,351.9533,151.8371,691.026,230.8129,212.9286,265.8115,387.9055,187.0729,171.1337,166.368,236.2865,257.3912,300.1617,235.0459,386.639,340.2615,181.7274,281.6914,232.5182,160.1334,157.8074,117.0125,396.2981,418.3332,387.5114,323.5378,472.4289,235.232,618.8,298.5448,323.1373,395.4659,213.3144,267.3484,405.8115,434.2662,532.308,1386.112,600.2955,803.86,750.9805,698.3586,486.4561,565.4798,601.932,402.1704,359.5524,188.3889,408.4856,380.1978,309.2789,388.439,287.9599,345.8188,838.5294,1045.259,718.0168,821.3001,160.6179,224.3653,229.1365,164.6638,184.9979,250.7523,184.7946,185.7322,135.938,243.3085,173.7596,400.8231,160.3708,164.2217,284.85,215.6006,158.2449,290.0598,287.5134,414.6582,426.5629,254.7705,175.6564,541.8774,338.7645,413.8934,217.8464,335.2423,99.48809
202,sub-0202,200603.797,3152.59,225.8778,464.5807,2554.365,1835.064,1200.777,277.4861,1913.267,1384.91,465.9804,233.2998,301.1561,624.0573,360.6526,772.725,253.326,360.7833,775.1715,204.5497,226.6106,207.6176,300.0065,243.4632,166.7266,488.8706,406.3636,403.4842,484.6207,274.4079,463.3622,491.4086,300.7787,194.0874,155.5832,274.4642,443.6467,392.1053,528.8513,534.8228,512.1608,293.5421,406.8322,550.515,758.4581,533.329,273.0769,527.5829,325.4499,331.627,487.5755,1282.404,1232.067,645.0591,549.0393,663.4131,442.9856,254.8116,216.4952,163.4077,325.0419,415.2062,469.3487,589.2465,272.685,332.7926,232.2276,733.263,612.3718,1020.023,698.2093,455.8469,553.6899,753.6165,549.1476,525.97,512.4931,779.0407,739.9739,242.4706,166.1584,474.3479,560.3419,748.5018,826.3391,492.31,993.5163,604.559,474.8222,365.907,581.7924,646.4971,394.8813,1067.574,486.0395,248.3263,815.6747,363.475,300.3258,426.9312,508.7046,285.1844,202.1267,159.0564,358.9996,351.9173,349.1432,364.0258,364.0582,363.467,167.7467,420.5601,289.3173,217.9918,176.7842,184.0521,491.4549,746.5545,411.4057,324.1603,484.235,210.6479,791.304,313.4938,325.9609,683.6754,225.7552,326.9424,466.0993,600.0807,577.7188,1706.717,659.9384,1109.915,1167.32,1006.074,573.7151,564.6453,758.4323,759.7463,602.193,276.0665,462.7336,699.7164,593.864,613.9484,421.913,452.5516,1180.571,1368.627,1055.207,721.6873,224.1992,322.1252,285.6053,144.3339,191.9495,386.6526,395.1842,247.5709,194.0849,163.4411,125.0942,521.4559,199.2156,176.7689,480.9549,303.9116,223.4978,410.6919,550.0424,410.6996,656.4929,252.2396,244.1574,592.2883,432.7348,548.7976,281.3509,401.1449,225.0382,3537.702,293.8237,425.3137,2553.089,1982.31,1336.947,256.8539,2139.262,1495.027,420.2822,189.3878,387.1575,618.6635,311.6029,851.5903,245.7065,349.5471,711.8419,209.2275,201.1485,286.4778,311.0219,259.5325,229.6222,414.7867,618.0901,439.4461,486.4417,288.4336,443.6034,499.383,250.6261,160.4423,226.1906,231.2609,320.8629,353.3894,416.3566,425.3653,521.5065,258.2992,605.8524,569.8816,684.2981,592.3516,289.1175,520.2715,339.3197,297.3164,402.742,1302.993,1244.726,669.5162,561.8516,836.1722,285.3532,213.2122,172.0939,155.349,380.4063,329.5061,475.3849,501.1096,260.1,395.711,198.3591,800.7704,680.5634,944.5519,531.9757,592.8504,714.0421,819.4781,470.0026,685.7391,503.7298,761.537,673.6363,253.6634,204.1973,279.5474,468.4506,573.252,721.6784,555.5867,963.2783,684.9484,721.2261,432.9306,420.7225,720.6927,474.7454,971.8852,424.0294,253.6387,1030.127,383.5746,300.5914,379.6707,459.8619,342.5694,258.1042,199.1082,325.3262,358.9977,347.8141,289.6859,514.9615,380.6783,198.2766,360.6771,254.2412,178.9859,200.2348,215.9782,542.2432,522.6032,333.3243,406.95,483.3797,250.4072,611.6304,377.7693,384.9778,514.2314,230.5481,427.4371,378.1053,487.4893,783.9268,1592.265,683.2377,1156.367,1014.627,870.0706,735.9297,857.1609,871.2106,470.9627,528.2902,313.2566,413.1812,568.3947,471.5397,641.8383,404.5561,426.2201,1059.355,1565.683,1052.278,1012.745,228.3274,208.8594,230.3485,124.6105,160.4516,416.4189,303.0289,256.4194,195.9011,234.795,172.2333,542.911,192.9396,198.2565,340.8365,300.0638,223.5835,371.3058,394.4745,445.0768,503.5158,303.0054,237.6698,620.1653,529.5421,499.6131,289.6294,358.3737,133.3182
205,sub-0205,186198.703,2783.308,262.7654,379.6877,2216.583,1455.173,948.9353,313.5392,1682.254,1114.966,442.8542,202.1555,304.6653,513.2324,390.2745,664.8643,196.4424,305.8868,556.9892,146.2576,244.9592,213.4402,276.2558,266.5479,225.8723,455.3936,410.1502,316.8088,416.1755,248.294,410.3871,508.0255,209.3909,249.8235,169.6066,210.7293,307.8974,353.2092,521.0266,397.2603,488.563,232.8413,298.8983,505.1881,698.5713,456,220.4664,584.034,265.5058,235.4906,298.603,1136.278,1030.841,544.3278,451.2137,578.6693,371.0387,251.0075,172.9892,199.9724,279.5471,322.5971,441.5562,525.3574,252.1609,318.0551,191.9857,633.9291,601.7161,994.1289,632.9143,479.427,572.9014,720.6187,530.8027,514.6376,499.3746,759.9047,722.5007,224.6086,157.6305,418.6474,551.6062,651.0673,853.1211,424.9016,967.1243,560.6385,539.969,396.9261,525.554,662.8788,342.6405,994.6191,418.8731,152.7233,647.9955,359.9966,307.8872,353.956,477.7333,189.9971,181.5046,156.4325,352.2114,367.1278,339.0017,337.62,363.0754,359.2851,161.3887,406.0239,204.0145,233.6315,147.2624,162.6361,425.8226,663.7082,352.9586,347.2697,358.7734,207.6442,766.9608,289.7927,330.4808,649.6224,216.2538,216.6081,465.6302,533.8539,569.6941,1628.712,491.0084,934.6026,1037.514,806.2028,682.5718,642.8886,639.5894,765.2476,523.3316,288.9608,433.1757,645.9119,493.8955,569.5234,325.3088,330.9161,1059.55,1364.546,1239.329,765.218,173.8712,286.6727,199.3324,138.3596,186.822,305.7915,321.7213,222.7399,181.2704,183.7852,110.9859,487.3374,210.5526,176.7193,433.5256,306.6324,218.0511,398.3005,501.1977,360.8782,669.843,248.2891,212.9178,596.3432,469.9942,583.369,284.803,271.4959,273.5667,3084.566,226.9256,341.5895,2167.565,1529.672,1251.468,305.8123,1804.449,1423.434,447.9269,186.2233,397.4586,485.8307,318.0128,732.3627,180.8785,331.7855,733.6491,178.4576,165.1983,264.55,311.7908,206.2049,254.6107,389.1179,569.8605,315.4369,469.3162,243.0897,435.2117,508.6723,178.5651,207.9873,221.1908,183.0707,253.7511,310.5708,481.3608,376.8571,430.5377,199.1781,492.7337,544.0304,643.0889,482.6754,298.851,348.9305,304.8148,292.3737,276.2396,1266.697,988.2653,572.8195,469.9221,631.1059,319.8338,248.4119,153.6918,246.3007,297.5431,263.286,435.8579,500.2776,290.8064,377.5704,220.0723,734.0234,627.1996,994.4724,526.4215,619.8812,685.4485,799.0553,505.3267,717.9438,494.576,804.727,655.8011,249.7221,219.988,302.6569,467.8125,547.6518,783.6357,611.4842,874.6991,668.2902,753.165,444.4719,497.1343,725.2703,482.4149,906.6373,381.67,159.0401,744.0516,323.4162,278.794,359.7322,490.7142,270.1022,245.0638,194.5354,289.1845,311.4644,344.587,254.5379,543.8731,368.2314,178.1857,358.6029,257.0668,212.9746,196.7249,176.472,475.5539,538.4686,375.1943,352.1267,436.5308,217.406,741.04,315.0569,356.9974,482.5456,226.1737,388.3379,390.2171,445.6745,676.7007,1552.504,661.0099,1091.466,1043.139,823.9543,733.7819,818.4746,768.502,471.4927,504.4447,243.2117,440.1308,576.8666,523.4673,494.446,334.6082,402.5839,1022.957,1403.691,1102.892,1130.99,173.695,208.6613,264.4653,158.1805,212.9155,483.362,309.6022,228.8091,147.4243,276.2016,131.473,496.3583,185.7566,192.6302,329.9536,335.7852,210.6793,364.9162,476.4131,405.2089,616.9816,300.4599,231.7974,638.8533,420.2398,572.5056,241.0141,268.1988,219.3039
206,sub-0206,171258.961,3021.866,315.5785,406.0996,2392.076,1703.235,1073.99,314.7069,1715.559,1194.034,453.4877,223.9855,294.8365,515.3874,368.0658,593.4821,191.112,350.1744,734.2451,168.6394,269.1275,204.1254,262.7167,228.6758,158.8596,431.2955,310.5688,280.6544,316.9415,191.972,392.2681,435.6404,167.1154,189.0844,130.9144,148.7993,294.6225,411.4768,413.0396,467.7332,337.134,187.3282,359.1613,422.1324,591.2949,383.528,233.5148,536.0527,406.2874,258.1664,421.3093,1145.995,1356.838,579.1699,488.584,672.3808,387.7197,186.631,151.1971,147.4136,246.4368,226.313,424.1481,389.6664,233.4551,318.9972,141.4993,628.5704,550.1074,819.3336,577.2297,410.5759,520.5643,600.3763,384.8985,399.3501,427.4791,669.0183,639.6606,186.596,138.9236,374.7939,388.3551,589.69,727.3388,373.3409,856.5261,545.7094,453.4855,297.0127,484.8073,548.4496,340.1518,883.5904,397.3204,271.5008,630.6624,350.5727,279.778,335.4239,388.9137,184.1678,182.5265,120.5476,283.0876,331.828,268.4487,269.2425,302.7625,242.7381,114.6531,338.1489,188.1212,180.9946,135.9511,139.4351,490.422,708.2672,308.0002,336.6604,436.5461,238.6676,652.5791,247.5725,241.418,491.8287,209.6924,235.1539,370.3687,427.1157,451.373,1312.268,456.4008,863.0574,849.2879,839.1768,536.6057,545.0739,587.5542,772.5566,387.8156,261.999,411.0171,684.3667,563.2592,591.1439,388.8364,276.2155,997.8779,1282.506,1200.735,722.3828,153.5122,276.5119,204.8282,127.0695,173.4724,390.7526,312.0692,269.6233,272.2702,219.168,129.7875,501.9384,169.3639,199.9299,362.8034,219.5023,194.9943,303.841,473.9613,363.7761,626.0042,179.4237,180.5726,518.4816,300.929,459.4289,219.0587,244.3656,219.0269,2927.413,243.919,320.3581,2117.429,1584.997,1101.947,253.8022,1732.63,1358.911,353.6166,215.5897,325.4842,477.4115,306.0694,678.821,138.8247,409.573,615.9401,276.6335,182.4481,236.1867,281.1377,252.34,189.8041,306.9338,537.4772,360.1365,324.7657,251.0395,363.8891,477.8144,191.0155,161.6114,220.7718,160.3376,267.2644,364.0154,445.643,347.3657,454.8798,234.2673,504.4792,494.0269,558.8008,514.5637,281.1652,511.7369,297.5693,303.7339,426.267,1136.995,1117.791,568.9229,431.3137,703.0665,266.7495,172.5131,168.4411,193.085,315.6547,287.8745,428.2314,422.3377,233.668,313.1741,144.83,613.8066,508.946,788.683,461.7818,454.3987,610.3661,605.4995,400.843,582.5309,386.3211,621.0336,519.7337,233.2291,176.5795,275.301,356.4891,470.6941,660.5198,447.7369,802.6539,529.8593,623.3798,339.592,373.9202,545.0683,384.21,733.7278,314.3435,247.1813,742.6657,247.1297,198.9338,332.1798,383.6126,240.3318,198.3638,161.4352,212.2576,231.224,248.2265,272.362,417.3021,315.6682,178.3946,266.3143,250.6318,156.4949,144.5274,133.7849,464.8079,750.8746,343.8417,351.0208,462.702,227.1338,556.8444,289.5928,311.6502,397.1668,263.5112,406.7507,324.163,387.021,604.5699,1267.315,586.0762,985.2375,878.1803,782.0156,561.5476,658.9139,707.0245,384.3229,425.5764,252.1296,420.9798,531.0338,479.1049,426.0703,393.2767,431.9124,859.4471,1349.527,981.8089,947.0604,176.2899,208.5205,210.6821,141.8385,151.1222,391.6547,248.4772,202.1144,201.4688,248.0996,128.5047,495.6667,150.8743,137.3185,315.0198,189.2433,170.9738,271.1903,304.0965,399.1176,398.0036,233.1617,195.1892,516.4617,307.2286,434.3928,211.5128,294.543,125.0355
208,sub-0208,173399.984,2905.706,233.0136,393.8942,2196.908,1541.056,937.1299,232.1037,1624.033,1052.884,429.9619,227.8093,241.4227,516.441,333.3443,822.4151,213.4665,429.4633,558.6732,257.9618,193.355,168.9695,247.2226,191.9536,198.2841,430.3624,344.2244,382.8674,296.4467,256.8778,419.6536,433.4855,226.0094,181.2052,162.2761,178.8423,334.1579,390.5264,448.1143,424.0435,436.6176,236.9249,364.0853,452.7263,577.6699,449.1484,196.1442,543.1543,302.5945,294.1023,462.1758,1081.915,1055.412,505.9862,482.7229,626.7622,394.8736,212.0098,165.1087,208.2289,287.7056,336.5047,324.8264,524.6724,273.7653,290.8962,171.1954,755.5475,564.3511,935.5265,605.4701,399.7261,514.7708,610.3436,467.0893,456.3432,460.7943,734.6827,622.9548,237.8842,167.2364,400.9441,529.1203,759.0079,902.9619,417.6833,927.098,537.3195,510.0527,317.4645,479.545,637.2356,346.1698,909.889,398.308,192.7754,736.5444,365.7439,274.3896,329.4055,418.1569,198.7407,202.5486,139.504,337.7852,381.1587,321.8288,278.2675,331.0232,300.1057,127.1293,341.1997,191.4008,191.3505,148.4309,121.9318,421.1572,587.5679,306.7072,290.4265,393.9705,208.8723,618.4202,244.4252,238.2053,545.8602,215.6541,201.7792,406.7539,429.9531,456.3567,1494.607,500.3233,831.6789,804.2331,774.0986,503.9129,478.6056,596.6386,590.6738,461.5365,243.1897,434.376,514.4772,436.4922,383.9445,308.8006,370.9319,831.3152,1127.484,849.5764,702.8354,190.7642,278.6611,201.2234,143.3658,165.9256,235.7023,242.0384,243.314,191.6746,192.6643,116.2601,452.2372,207.9778,201.3948,394.4208,276.5701,204.1643,352.8572,533.8691,408.6055,569.0029,202.0641,191.0533,452.872,334.0928,486.9653,241.2382,288.6159,287.8068,2832.825,246.333,338.1078,2079.659,1533.358,1068.363,296.8979,1772.169,1318.238,412.5623,215.4882,329.9318,540.8221,286.3496,811.7673,218.3162,404.9959,560.0103,192.025,162.7604,223.8169,258.2162,220.5108,162.8553,287.1997,576.6611,483.049,339.895,245.6905,395.9182,389.3557,173.1969,128.7093,151.5113,129.9469,250.7863,369.5524,463.118,426.1273,446.3231,167.9242,528.1711,522.2577,687.8945,467.3045,331.5575,435.4537,277.6399,331.1431,368.2278,1191.085,972.2916,548.4482,497.0765,654.6194,262.8567,195.7643,174.8858,198.3347,277.1791,253.8701,427.3763,485.8807,323.777,293.3421,192.0964,722.5444,662.2352,940.8175,508.5905,561.4752,635.8916,609.3478,427.3574,605.7607,452.7494,717.0126,522.6485,252.5117,180.6351,285.6359,404.8726,501.8911,665.3304,520.3969,801.6295,612.3863,689.0185,354.9864,405.012,698.2375,502.8532,853.1944,375.7593,220.0919,838.8568,338.8363,272.1971,281.2547,414.3231,296.3544,196.7835,174.3971,300.9138,249.4912,336.8329,232.4413,415.0626,374.8745,137.9677,320.909,227.5005,134.7404,165.0604,124.5217,373.3359,641.7026,342.7398,326.1118,484.5615,166.6116,598.2466,285.8085,273.9987,375.9936,214.2596,325.0694,281.4485,324.4595,715.0007,1462.455,641.2238,923.885,933.3178,854.6356,628.8293,671.9842,702.7522,347.6215,391.8564,199.5212,349.9011,511.2262,447.5339,468.8922,306.75,320.7831,882.7119,1204.812,859.9183,901.0858,216.7425,156.25,206.5587,141.6892,189.9346,426.5214,279.4164,191.0239,128.7643,282.4586,127.989,486.1698,167.7025,181.2487,341.2158,276.5475,183.142,302.5137,400.3563,445.7572,495.0108,236.7959,188.3467,456.355,377.2376,476.8362,213.9723,249.5656,188.6683
